Date,Open,High,Low,Close,Volume,ADV20,Return,Ticker,Index_Name,GICS_Sector,Event_Type,strategy_1_n,strategy_1,strategy_1_md,Volatility
6/13/2024,3.539999962,3.559999943,3.359999895,3.400000095,6042600,7152585,-0.044943778,HTZ,S&P SmallCap 600,Industrials,Index Review,4,-0.044943778,-0.024535802,0.027694138
6/14/2024,3.369999886,3.38499999,3.210000038,3.25999999,6209300,7157780,-0.0411765,HTZ,S&P SmallCap 600,Industrials,Index Review,5,-0.0411765,-0.027055703,0.026995455
6/17/2024,3.269999981,3.309999943,3.125,3.279999971,7946000,7293550,0.006134963,HTZ,S&P SmallCap 600,Industrials,Index Review,6,0.006134963,-0.021662246,0.027243009
6/18/2024,3.269999981,3.404999971,3.079999924,3.089999914,8023500,7374610,-0.057926847,HTZ,S&P SmallCap 600,Industrials,Index Review,7,-0.057926847,-0.025767339,0.027726273
6/20/2024,3.150000095,3.769999981,2.904999971,3.50999999,25743000,8393490,0.135922359,HTZ,S&P SmallCap 600,Industrials,Index Review,8,0.135922359,-0.008620689,0.045422324
6/21/2024,3.609999895,4.130000114,3.569999933,4.070000172,48153200,10520530,0.159544212,HTZ,S&P SmallCap 600,Industrials,Index Review,9,0.159544212,0.008841739,0.060198333
6/24/2024,4.119999886,4.309999943,3.765000105,3.890000105,13609700,10971915,-0.044226059,HTZ,S&P SmallCap 600,Industrials,Index Review,10,-0.044226059,0.003183027,0.060369878
10/16/2023,294.6886909,303.8721252,294.3631903,299.8969116,859208,421161.1,0.031344317,HUBB,S&P 500,Industrials,Corporate Action,1,0,0.017673636,0.020212618
10/17/2023,297.5985962,300.5874041,294.6886875,295.5764465,11191392,965348.65,-0.014406501,HUBB,S&P 500,Industrials,Corporate Action,2,-0.014406501,0.00150626,0.020076077
10/18/2023,294.5703277,294.5703277,283.6557467,285.9885864,653318,978680.35,-0.032437835,HUBB,S&P 500,Industrials,Corporate Action,3,-0.032437835,-0.009841012,0.021086836
10/10/2023,111.4562707,112.4818185,109.3354703,110.2315826,3600900,791710,0.059831596,H,S&P MidCap 400,Consumer Discretionary,Corporate Action,1,0,-0.010988059,0.023108599
10/11/2023,110.2216104,111.3766012,107.4735431,107.8220291,9321500,1205165,-0.021859012,H,S&P MidCap 400,Consumer Discretionary,Corporate Action,2,-0.021859012,-0.016303442,0.02212239
10/12/2023,107.9614273,108.2302571,106.6371729,107.1847992,1321400,1237130,-0.005910016,H,S&P MidCap 400,Consumer Discretionary,Corporate Action,3,-0.005910016,-0.012774731,0.021389166
5/2/2024,52.15999985,54.06999969,50.68000031,53.65999985,4934100,742410,0.12142114,IAC,S&P SmallCap 600,Communication Services,Corporate Action,1,0,0.028757669,0.032134498
5/3/2024,53.90999985,55.65000153,53.34000015,55.06999969,14590700,1445550,0.026276553,IAC,S&P SmallCap 600,Communication Services,Corporate Action,2,0.026276553,0.027894937,0.032579101
5/6/2024,55.31000137,55.88499832,54.83000183,55.75,2060500,1525250,0.012347926,IAC,S&P SmallCap 600,Communication Services,Corporate Action,3,0.012347926,0.02294223,0.032426848
6/10/2024,30.79000092,31.44000053,30.37999916,30.64999962,2025300,1167545,-0.004870118,IART,S&P SmallCap 600,Health Care,Index Review,1,0,-0.004546973,0.017914592
6/11/2024,30.45000076,30.45000076,29.01000023,29.11000061,1272700,1191895,-0.050244666,IART,S&P SmallCap 600,Health Care,Index Review,2,-0.050244666,-0.027281589,0.022205042
6/12/2024,29.53000069,30.29999924,29,29.09000015,1034400,1201900,-0.000687065,IART,S&P SmallCap 600,Health Care,Index Review,3,-0.000687065,-0.018404252,0.022232272
6/13/2024,28.87999916,29.37999916,28.53000069,28.85000038,958400,1214040,-0.00825025,IART,S&P SmallCap 600,Health Care,Index Review,4,-0.00825025,-0.015751871,0.022416922
6/14/2024,28.65999985,29.42000008,28.65999985,29.25,1278700,1229570,0.013864805,IART,S&P SmallCap 600,Health Care,Index Review,5,0.013864805,-0.010003253,0.021088057
6/17/2024,29.25,29.79999924,28.86000061,28.89999962,1113500,1243475,-0.011965825,IART,S&P SmallCap 600,Health Care,Index Review,6,-0.011965825,-0.010230601,0.021363165
6/18/2024,28.81999969,29.37999916,28.56999969,29,1751700,1270825,0.003460221,IART,S&P SmallCap 600,Health Care,Index Review,7,0.003460221,-0.008305112,0.020668205
6/20/2024,28.79000092,29.30999947,28.67000008,28.87999916,935600,1187470,-0.00413796,IART,S&P SmallCap 600,Health Care,Index Review,8,-0.00413796,-0.007754148,0.020571502
6/21/2024,28.95999908,29.62999916,28.5,29.51000023,14395100,1862130,0.021814442,IART,S&P SmallCap 600,Health Care,Index Review,9,0.021814442,-0.004619107,0.02028032
6/24/2024,29.45000076,29.88999939,29,29.82999992,1260000,1864770,0.010843771,IART,S&P SmallCap 600,Health Care,Index Review,10,0.010843771,-0.003117899,0.020203067
11/28/2023,86.48999786,88.36000061,84.41000366,84.62000275,1095400,392290,0.002725481,ICUI,S&P SmallCap 600,Health Care,Corporate Action,1,0,-0.021620941,0.047110068
11/29/2023,84.91000366,87.58000183,84.63999939,84.63999939,5004800,628300,0.000236311,ICUI,S&P SmallCap 600,Health Care,Corporate Action,2,0.000236311,-0.010694869,0.047130253
11/30/2023,85.25,90.36000061,84.58000183,87.76000214,716400,649080,0.036862036,ICUI,S&P SmallCap 600,Health Care,Corporate Action,3,0.036862036,0.004894609,0.048079084
6/10/2024,107.8988342,107.9571991,104.2315216,106.8287964,3856850,2393420.5,-0.034124853,ILMN,S&P MidCap 400,Health Care,Index Review,1,0,-0.009917047,0.027303019
6/11/2024,106.1284027,110.9241257,105.7101135,109.5233459,2839850,2448768,0.025223064,ILMN,S&P MidCap 400,Health Care,Index Review,2,0.025223064,0.007527939,0.02751809
6/12/2024,112.5,113.5992203,105.5058365,105.5544739,2207836,2461258.2,-0.036237681,ILMN,S&P MidCap 400,Health Care,Index Review,3,-0.036237681,-0.007242464,0.028028446
6/13/2024,105.5447464,107.9766541,105.1361847,106.2451324,1944051,2494534.55,0.006543148,ILMN,S&P MidCap 400,Health Care,Index Review,4,0.006543148,-0.003831603,0.028099546
6/14/2024,105.5447464,107.2178955,104.6789856,105.700386,1650865,2525837.15,-0.00512726,ILMN,S&P MidCap 400,Health Care,Index Review,5,-0.00512726,-0.004075017,0.028101314
6/17/2024,104.5233459,106.6536942,104.1342392,106.0992203,2634353,2604294.1,0.003773252,ILMN,S&P MidCap 400,Health Care,Index Review,6,0.003773252,-0.002779786,0.027370865
6/18/2024,106.011673,106.507782,103.8229599,105.1556396,2686575,2633227.15,-0.008893379,ILMN,S&P MidCap 400,Health Care,Index Review,7,-0.008893379,-0.003631966,0.026946444
6/20/2024,105.0778198,106.5856018,103.200386,105.3015594,2858251,2688050.4,0.001387655,ILMN,S&P MidCap 400,Health Care,Index Review,8,0.001387655,-0.003008924,0.026870597
6/21/2024,105.6031113,106.4494171,104.0856018,105.6128387,36651490,4435563.05,0.002956075,ILMN,S&P MidCap 400,Health Care,Index Review,9,0.002956075,-0.002354052,0.026867638
6/24/2024,106.4202347,107.6361847,105.6128387,107.2373505,3227714,4510103.3,0.015381764,ILMN,S&P MidCap 400,Health Care,Index Review,10,0.015381764,-0.000613059,0.026803208
9/9/2024,212.1000061,225,209.3950043,211.5200043,1440700,468910,0.074360011,INSP,S&P SmallCap 600,Health Care,Index Review,1,0,-0.002734568,0.035023809
9/10/2024,211,215.6999969,209,212.5800018,698800,480270,0.005011335,INSP,S&P SmallCap 600,Health Care,Index Review,2,0.005011335,0.001131532,0.034999291
9/11/2024,211.8300018,212.6699982,205.25,206.6000061,603900,481485,-0.028130566,INSP,S&P SmallCap 600,Health Care,Index Review,3,-0.028130566,-0.008643721,0.035484436
9/12/2024,203.0800018,208.8600006,201.6190033,203.6799927,629800,494865,-0.014133656,INSP,S&P SmallCap 600,Health Care,Index Review,4,-0.014133656,-0.009924579,0.035580328
9/13/2024,202.9700012,208.3000031,202.9700012,203.9900055,494400,499165,0.001522058,INSP,S&P SmallCap 600,Health Care,Index Review,5,0.001522058,-0.007647337,0.035547362
9/16/2024,202.9600067,212.0599976,201.75,207.9299927,667900,516665,0.019314609,INSP,S&P SmallCap 600,Health Care,Index Review,6,0.019314609,-0.003276767,0.035634051
9/17/2024,208.1900024,213.4700012,206.3600006,206.6999969,613500,530330,-0.005915432,INSP,S&P SmallCap 600,Health Care,Index Review,7,-0.005915432,-0.003637104,0.035309913
9/18/2024,205.1300049,215.6300049,203.0399933,208.3899994,653000,530435,0.008176113,INSP,S&P SmallCap 600,Health Care,Index Review,8,0.008176113,-0.002186473,0.033455799
9/19/2024,209.6300049,213.1100006,204.5700073,212.1000061,617600,538565,0.01780319,INSP,S&P SmallCap 600,Health Care,Index Review,9,0.01780319,0,0.033544877
9/20/2024,210.7899933,215.3699951,208.7749939,212.8500061,5609000,803795,0.003536068,INSP,S&P SmallCap 600,Health Care,Index Review,10,0.003536068,0.000353607,0.033437335
9/23/2024,211.6300049,218.5200043,209.3000031,216.7100067,685000,822430,0.018134839,INSP,S&P SmallCap 600,Health Care,Index Review,11,0.018134839,0.001975912,0.03320155
3/4/2024,661.3870484,668.0273833,657.6636215,665.4389038,896700,1294340,0.002835613,INTU,S&P 100,Information Technology,Index Review,1,0,0.0061263,0.014713106
3/5/2024,661.7055303,662.5617537,628.7924859,636.8863525,1382000,1313045,-0.042907848,INTU,S&P 100,Information Technology,Index Review,2,-0.042907848,-0.018522207,0.017856315
3/6/2024,642.8996243,648.0864273,637.4539064,647.3895874,1070900,1321160,0.016491537,INTU,S&P 100,Information Technology,Index Review,3,0.016491537,-0.007054599,0.018103187
3/7/2024,653.0841052,654.0796602,643.6860632,646.4537354,903200,1317800,-0.001445578,INTU,S&P 100,Information Technology,Index Review,4,-0.001445578,-0.005644695,0.01792152
3/8/2024,641.2868054,654.2787865,639.026876,648.8330688,1054100,1320220,0.003680594,INTU,S&P 100,Information Technology,Index Review,5,0.003680594,-0.003796258,0.017602294
3/11/2024,646.2645423,650.2566667,635.7713538,647.9768677,1045700,1322250,-0.001319602,INTU,S&P 100,Information Technology,Index Review,6,-0.001319602,-0.003379307,0.017508862
3/12/2024,652.815261,663.4976075,644.7512898,659.6945801,1097300,1313160,0.018083535,INTU,S&P 100,Information Technology,Index Review,7,0.018083535,-0.000365567,0.017984017
3/13/2024,657.0662818,658.6093799,650.7743671,652.1582031,954900,1271650,-0.01142404,INTU,S&P 100,Information Technology,Index Review,8,-0.01142404,-0.001744222,0.016906941
3/14/2024,657.0663238,657.0663238,642.6905066,647.1505737,1129100,1263835,-0.00767855,INTU,S&P 100,Information Technology,Index Review,9,-0.00767855,-0.002391687,0.01565474
3/15/2024,642.6208295,646.1152375,618.279496,622.739624,3145400,1349205,-0.037720665,INTU,S&P 100,Information Technology,Index Review,10,-0.037720665,-0.00584339,0.017473875
3/18/2024,627.3888285,633.9196671,626.1643153,627.5879517,1811000,1372915,0.007785481,INTU,S&P 100,Information Technology,Index Review,11,0.007785481,-0.004645759,0.017461672
9/6/2022,35.59267479,36.26352906,35.48086634,35.57403946,19235600,2972525,0.046887852,INVH,S&P 500,Real Estate,Index Review,1,0,-0.000523572,0.01716099
9/7/2022,35.42495955,36.38931587,35.4156401,36.22626114,8483000,3297875,0.018334204,INVH,S&P 500,Real Estate,Index Review,2,0.018334204,0.008900516,0.017367759
9/8/2022,36.03058825,36.543051,35.99332114,36.21693802,6323400,3541115,-0.000257358,INVH,S&P 500,Real Estate,Index Review,3,-0.000257358,0.005846364,0.01713493
9/9/2022,36.20762569,36.93438594,36.03991124,36.85052872,5420800,3696575,0.01749432,INVH,S&P 500,Real Estate,Index Review,4,0.01749432,0.008835062,0.017567112
9/12/2022,36.85984759,37.45616405,36.72008436,37.37230682,6492800,3948990,0.014159311,INVH,S&P 500,Real Estate,Index Review,5,0.014159311,0.00999999,0.017391496
9/13/2022,36.76666679,37.1486822,36.20762106,36.25420761,6662600,4197520,-0.029917854,INVH,S&P 500,Real Estate,Index Review,6,-0.029917854,0.003097701,0.01865733
9/14/2022,36.19830621,36.36602067,35.35041807,35.60198975,8483300,4556795,-0.017990129,INVH,S&P 500,Real Estate,Index Review,7,-0.017990129,3.74E-05,0.019034694
9/15/2022,35.4808637,35.74175125,34.61434026,34.66092682,7405800,4862915,-0.026432875,INVH,S&P 500,Real Estate,Index Review,8,-0.026432875,-0.00327226,0.019811192
9/16/2022,34.19505237,34.47457524,33.84098817,34.34413147,97902400,9668190,-0.009139841,INVH,S&P 500,Real Estate,Index Review,9,-0.009139841,-0.003897629,0.01929144
9/19/2022,33.85031118,34.22766692,33.56146884,34.2230072,8084900,9996545,-0.003526782,INVH,S&P 500,Real Estate,Index Review,10,-0.003526782,-0.003848173,0.019287828
6/6/2022,102.7900009,106.6299973,102.5999985,103.7900009,557600,644740,0.020550679,IPGP,S&P MidCap 400,Information Technology,Index Review,1,0,0.009728573,0.028532192
6/7/2022,101.8499985,104.4100037,101.8499985,104.0299988,429400,631025,0.002312341,IPGP,S&P MidCap 400,Information Technology,Index Review,2,0.002312341,0.006031705,0.028517324
6/8/2022,103.4599991,105.7200012,102.6500015,102.8899994,329000,617010,-0.010958372,IPGP,S&P MidCap 400,Information Technology,Index Review,3,-0.010958372,0.000324281,0.02786171
6/9/2022,101.6500015,103.3199997,100.7699966,100.8000031,391100,611735,-0.02031292,IPGP,S&P MidCap 400,Information Technology,Index Review,4,-0.02031292,-0.00483996,0.026786912
6/10/2022,98.30000305,100.1999969,96.80999756,97.27999878,652600,611760,-0.034920676,IPGP,S&P MidCap 400,Information Technology,Index Review,5,-0.034920676,-0.010720891,0.02758165
6/13/2022,94.79000092,96.04000092,91.58999634,92.55000305,643800,608895,-0.04862249,IPGP,S&P MidCap 400,Information Technology,Index Review,6,-0.04862249,-0.016603427,0.029378165
6/14/2022,93.05999756,94.37000275,91.20999908,91.90000153,622200,610865,-0.007023247,IPGP,S&P MidCap 400,Information Technology,Index Review,7,-0.007023247,-0.015134879,0.029203923
6/15/2022,91.91999817,93.87999725,90.48999786,92.34999847,668700,619320,0.004896593,IPGP,S&P MidCap 400,Information Technology,Index Review,8,0.004896593,-0.01269579,0.025657687
6/16/2022,89.98000336,91.08000183,82.68000031,83.98999786,939200,640075,-0.090525184,IPGP,S&P MidCap 400,Information Technology,Index Review,9,-0.090525184,-0.020321911,0.031872862
6/17/2022,84.80000305,88.87999725,84.80000305,88.55999756,6855500,947335,0.054411237,IPGP,S&P MidCap 400,Information Technology,Index Review,10,0.054411237,-0.013843762,0.034719546
6/21/2022,90.77999878,93.44000244,90.01999664,93.20999908,1077800,960900,0.052506794,IPGP,S&P MidCap 400,Information Technology,Index Review,11,0.052506794,-0.008472704,0.036713896
5/13/2022,20.04714342,20.97042746,19.98315373,20.74189186,7399100,3659805,0.011140869,IRT,S&P MidCap 400,Real Estate,Corporate Action,1,0,0.034655733,0.028522928
5/16/2022,20.74188992,20.82416287,20.30310028,20.54991913,3441300,3721115,-0.009255315,IRT,S&P MidCap 400,Real Estate,Corporate Action,2,-0.009255315,0.012539834,0.028504027
5/17/2022,20.85158577,20.85158577,20.17512066,20.73274803,5677200,3873540,0.008896819,IRT,S&P MidCap 400,Real Estate,Corporate Action,3,0.008896819,0.011399872,0.02820822
5/18/2022,20.66875849,20.75103144,19.98315175,20.28481865,47752100,6131060,-0.021604921,IRT,S&P MidCap 400,Real Estate,Corporate Action,4,-0.021604921,0.002963954,0.027507369
5/19/2022,20.36709284,21.04355799,20.17512203,20.39451599,5945000,6269260,0.005407854,IRT,S&P MidCap 400,Real Estate,Corporate Action,5,0.005407854,0.003465557,0.027294766
6/6/2022,12.39000034,12.43999958,11.94999981,12,9202500,2885965,0.063829812,IRWD,S&P SmallCap 600,Health Care,Index Review,1,0,-0.031477024,0.021852351
6/7/2022,11.94999981,12.18000031,11.93999958,12.09000015,8084400,3159260,0.007500013,IRWD,S&P SmallCap 600,Health Care,Index Review,2,0.007500013,-0.012106545,0.021703571
6/8/2022,12.07999992,12.43999958,12.02000046,12.10000038,5119200,3210180,0.000827149,IRWD,S&P SmallCap 600,Health Care,Index Review,3,0.000827149,-0.00780199,0.018969874
6/9/2022,12.10000038,12.28999996,12.09000015,12.15999985,2958100,3204310,0.004958633,IRWD,S&P SmallCap 600,Health Care,Index Review,4,0.004958633,-0.004640849,0.018973368
6/10/2022,12.02999973,12.07999992,11.73999977,11.75,2760300,3208225,-0.033717093,IRWD,S&P SmallCap 600,Health Care,Index Review,5,-0.033717093,-0.010330917,0.019692901
6/13/2022,11.64000034,11.76000023,11.5,11.65999985,3219200,3282445,-0.007659587,IRWD,S&P SmallCap 600,Health Care,Index Review,6,-0.007659587,-0.009819754,0.019576337
6/14/2022,11.64999962,11.72000027,11.34000015,11.44999981,2212500,3330800,-0.018010295,IRWD,S&P SmallCap 600,Health Care,Index Review,7,-0.018010295,-0.010838239,0.019965297
6/15/2022,11.43000031,11.64000034,11.35999966,11.57999992,2682200,3354900,0.011353722,IRWD,S&P SmallCap 600,Health Care,Index Review,8,0.011353722,-0.008171917,0.01996738
6/16/2022,11.38000011,11.55000019,11.15999985,11.27000046,4884500,3386970,-0.026770248,IRWD,S&P SmallCap 600,Health Care,Index Review,9,-0.026770248,-0.010043941,0.020344608
6/17/2022,11.31000042,11.52999973,11.10000038,11.42000008,34966500,5046095,0.013309637,IRWD,S&P SmallCap 600,Health Care,Index Review,10,0.013309637,-0.007828896,0.020552472
6/21/2022,11.43999958,11.75,11.42000008,11.60000038,5052600,5225000,0.015761848,IRWD,S&P SmallCap 600,Health Care,Index Review,11,0.015761848,-0.005796463,0.02078953
3/6/2023,15.075833,15.38972066,14.98351279,15.0666008,3525400,1514130,0.016189264,JBGS,S&P SmallCap 600,Real Estate,Index Review,1,0,-0.000612384,0.017300674
3/7/2023,15.03890582,15.18661745,14.55884213,14.68808937,1812400,1571690,-0.02512255,JBGS,S&P SmallCap 600,Real Estate,Index Review,2,-0.02512255,-0.012859775,0.017507359
3/8/2023,14.64192971,15.06660111,14.57730609,15.04813671,1901400,1595445,0.024512878,JBGS,S&P SmallCap 600,Real Estate,Index Review,3,0.024512878,-0.000612377,0.01893393
3/9/2023,14.94658553,15.17738518,14.75271292,14.7988739,1631800,1601285,-0.016564364,JBGS,S&P SmallCap 600,Real Estate,Index Review,4,-0.016564364,-0.004592766,0.018421909
3/10/2023,14.76194645,14.88196327,14.15263547,14.2357235,2593100,1678890,-0.038053599,JBGS,S&P SmallCap 600,Real Estate,Index Review,5,-0.038053599,-0.011145116,0.019352477
3/13/2023,14.08801108,14.44805797,13.99569086,14.35573864,2256600,1727625,0.008430562,JBGS,S&P SmallCap 600,Real Estate,Index Review,6,0.008430562,-0.007960802,0.019540012
3/14/2023,14.68809041,14.74809882,13.91260341,14.17109966,2543000,1829680,-0.012861684,JBGS,S&P SmallCap 600,Real Estate,Index Review,7,-0.012861684,-0.008573166,0.019385307
3/15/2023,13.91260423,14.34650787,13.82028488,14.22649193,2140500,1886305,0.003908819,JBGS,S&P SmallCap 600,Real Estate,Index Review,8,0.003908819,-0.00704224,0.019652866
3/16/2023,14.09724309,14.15263452,13.52485918,13.71873093,4448700,2081440,-0.03569123,JBGS,S&P SmallCap 600,Real Estate,Index Review,9,-0.03569123,-0.010002042,0.020140907
3/17/2023,13.70026708,13.70026708,12.95247585,13.2202034,23266200,3204640,-0.036339187,JBGS,S&P SmallCap 600,Real Estate,Index Review,10,-0.036339187,-0.012308637,0.020812043
3/20/2023,13.27559641,13.58486798,13.0660301,13.21097279,1955100,3256660,-0.00069822,JBGS,S&P SmallCap 600,Real Estate,Index Review,11,-0.00069822,-0.011245332,0.021013022
9/5/2023,5.909999847,6.099999905,5.829999924,5.889999866,18357500,14374435,-0.006745356,JBLU,S&P SmallCap 600,Industrials,Index Review,1,0,-0.003384092,0.012805606
9/6/2023,5.820000172,5.849999905,5.559999943,5.590000153,32132400,14872055,-0.050933739,JBLU,S&P SmallCap 600,Industrials,Index Review,2,-0.050933739,-0.027072733,0.015742566
9/7/2023,5.53000021,5.639999866,5.329999924,5.389999866,23889500,15314400,-0.035778226,JBLU,S&P SmallCap 600,Industrials,Index Review,3,-0.035778226,-0.029328821,0.016924104
9/8/2023,5.369999886,5.380000114,5.170000076,5.179999828,18513900,15724700,-0.038961047,JBLU,S&P SmallCap 600,Industrials,Index Review,4,-0.038961047,-0.030879866,0.017694401
9/11/2023,5.21999979,5.269999981,5.070000172,5.159999847,21495200,16230740,-0.003861,JBLU,S&P SmallCap 600,Industrials,Index Review,5,-0.003861,-0.025380711,0.017709914
9/12/2023,5.150000095,5.260000229,5.090000153,5.119999886,12985900,16227975,-0.007751931,JBLU,S&P SmallCap 600,Industrials,Index Review,6,-0.007751931,-0.022278623,0.016303584
9/13/2023,5.070000172,5.070000172,4.880000114,4.920000076,22044100,16570890,-0.039062464,JBLU,S&P SmallCap 600,Industrials,Index Review,7,-0.039062464,-0.023930379,0.017174922
9/14/2023,4.96999979,5.150000095,4.949999809,5.130000114,14163900,16642015,0.042682934,JBLU,S&P SmallCap 600,Industrials,Index Review,8,0.042682934,-0.016497457,0.021261253
9/15/2023,5.079999924,5.179999828,4.960000038,4.96999979,78288100,19884835,-0.031189146,JBLU,S&P SmallCap 600,Industrials,Index Review,9,-0.031189146,-0.017672496,0.021247741
9/18/2023,4.96999979,4.96999979,4.670000076,4.690000057,21675900,20186910,-0.056337977,JBLU,S&P SmallCap 600,Industrials,Index Review,10,-0.056337977,-0.020642975,0.023370657
12/4/2023,117.5609461,117.5609461,114.2177383,115.1159134,2919700,1837490,-0.013343638,JBL,S&P 500,Information Technology,Index Review,1,0,-0.020798001,0.028523311
12/5/2023,114.4672238,114.8664136,113.1299469,114.0281219,1588200,1852485,-0.009449531,JBL,S&P 500,Information Technology,Index Review,2,-0.009449531,-0.015025501,0.028521525
12/6/2023,115.8544068,116.5130711,114.0281264,114.1578598,1248600,1878460,0.001137771,JBL,S&P 500,Information Technology,Index Review,3,0.001137771,-0.009649141,0.028548908
12/7/2023,114.3175385,116.6727498,114.3175385,116.1837387,1484900,1905660,0.017746294,JBL,S&P 500,Information Technology,Index Review,4,0.017746294,-0.002928709,0.028948556
12/8/2023,116.1438209,119.6167621,116.1438209,118.7585068,1833200,1939605,0.022161174,JBL,S&P 500,Information Technology,Index Review,5,0.022161174,0.002037344,0.029498556
12/11/2023,119.7564799,121.3133117,118.6487318,120.7444687,1578100,1964555,0.016722692,JBL,S&P 500,Information Technology,Index Review,6,0.016722692,0.004513294,0.029339054
12/12/2023,120.8841807,121.7124981,119.4970021,119.9061737,1570200,1979555,-0.00694272,JBL,S&P 500,Information Technology,Index Review,7,-0.00694272,0.002849862,0.029199933
12/13/2023,119.796394,120.954036,118.5888505,120.3552551,2750600,2058655,0.003745274,JBL,S&P 500,Information Technology,Index Review,8,0.003745274,0.002971128,0.028805567
12/14/2023,129.8759033,136.9714754,125.5347324,136.143158,6272700,2302195,0.131177511,JBL,S&P 500,Information Technology,Index Review,9,0.131177511,0.017562722,0.041776975
12/15/2023,136.6920479,137.6600807,131.4926139,132.6402893,27701800,3594305,-0.025729304,JBL,S&P 500,Information Technology,Index Review,10,-0.025729304,0.01282683,0.042083618
12/18/2023,134.0673789,134.62624,129.6862881,129.9457703,2267900,3652750,-0.020314484,JBL,S&P 500,Information Technology,Index Review,11,-0.020314484,0.009577101,0.042359089
8/29/2023,35.35814014,37.55506097,34.90555637,37.17790604,4518300,1012385,0.138608234,JXN,S&P SmallCap 600,Financials,Corporate Action,1,0,0.051466675,0.035863084
8/30/2023,37.35990866,37.39247921,35.97088568,36.40196228,3416500,1152795,-0.020871099,JXN,S&P SmallCap 600,Financials,Corporate Action,2,-0.020871099,0.014760705,0.035865376
8/31/2023,36.76598815,36.76598815,35.47275816,36.01878738,13045200,1778295,-0.010526215,JXN,S&P SmallCap 600,Financials,Corporate Action,3,-0.010526215,0.006228149,0.036159596
9/1/2023,36.24869332,36.78514464,35.80324808,36.30617142,1701200,1834975,0.007978726,JXN,S&P SmallCap 600,Financials,Corporate Action,4,0.007978726,0.006703062,0.036158524
6/6/2022,35.02953537,35.0953624,34.07974284,34.51232147,23883000,12919045,0.050672743,KDP,S&P 500,Consumer Staples,Index Review,1,0,-0.01476508,0.01856741
6/7/2022,34.27722905,34.56874777,34.04213147,34.23961258,10389600,12960910,-0.007901784,KDP,S&P 500,Consumer Staples,Index Review,2,-0.007901784,-0.011275097,0.018603811
6/8/2022,34.06094348,34.21140581,33.75061291,33.882267,10141800,13051195,-0.010436613,KDP,S&P 500,Consumer Staples,Index Review,3,-0.010436613,-0.010917153,0.01871866
6/9/2022,33.88226159,34.39007321,33.56252874,33.58133698,9569900,13049895,-0.008881638,KDP,S&P 500,Consumer Staples,Index Review,4,-0.008881638,-0.010335552,0.018552804
6/10/2022,33.24280064,33.66597705,33.10174422,33.37445831,9521100,12816875,-0.006160525,KDP,S&P 500,Consumer Staples,Index Review,5,-0.006160525,-0.009449609,0.018336492
6/13/2022,32.99829768,33.28041407,32.54691075,32.63154602,10588100,12690095,-0.022259906,KDP,S&P 500,Consumer Staples,Index Review,6,-0.022259906,-0.011409369,0.018684571
6/14/2022,32.81022322,32.92306908,32.12373861,32.3494339,10030300,12636290,-0.00864538,KDP,S&P 500,Consumer Staples,Index Review,7,-0.00864538,-0.010929966,0.018712529
6/15/2022,32.46227513,33.00769967,32.38704218,32.77260208,11669800,12273675,0.013081162,KDP,S&P 500,Consumer Staples,Index Review,8,0.013081162,-0.00805368,0.018172935
6/16/2022,32.46227213,32.81962143,32.27419336,32.38703918,18528000,12578300,-0.011764794,KDP,S&P 500,Consumer Staples,Index Review,9,-0.011764794,-0.008381804,0.01594206
6/17/2022,32.56572189,32.82903006,31.36201969,32.30241013,143326600,19080975,-0.002613053,KDP,S&P 500,Consumer Staples,Index Review,10,-0.002613053,-0.007785217,0.015902559
6/21/2022,32.15194598,33.16756932,32.07671662,32.85723877,15772000,19255350,0.017176076,KDP,S&P 500,Consumer Staples,Index Review,11,0.017176076,-0.005637571,0.01628547
6/10/2024,104.9384731,110.5498386,103.8401652,108.7825546,20405100,4520570,0.111848123,KKR,S&P 500,Financials,Index Review,1,0,0.036631765,0.033618281
6/11/2024,108.2833292,110.3002291,107.195008,110.0406265,8319700,4698765,0.011565015,KKR,S&P 500,Financials,Index Review,2,0.011565015,0.024310214,0.032835452
6/12/2024,113.5252596,113.7349436,110.519891,111.3186569,6714400,4830355,0.011614169,KKR,S&P 500,Financials,Index Review,3,0.011614169,0.020266427,0.032639514
6/13/2024,111.1489196,111.5083669,109.0221958,109.1919327,6530500,4930175,-0.019104832,KKR,S&P 500,Financials,Index Review,4,-0.019104832,0.010133222,0.03113399
6/14/2024,108.0337098,109.4814859,107.6742624,109.012207,5069600,4937010,-0.001645961,KKR,S&P 500,Financials,Index Review,5,-0.001645961,0.007764043,0.030111326
6/17/2024,109.9507681,110.8294129,108.0836392,110.0006866,5211400,5104305,0.009067605,KKR,S&P 500,Financials,Index Review,6,0.009067605,0.008039971,0.030141851
6/18/2024,110.5099008,111.5483033,109.8509114,110.3102112,5160100,5243450,0.002813842,KKR,S&P 500,Financials,Index Review,7,0.002813842,0.007312772,0.030141442
6/20/2024,110.1404696,111.3585959,109.0221957,109.8808746,7441200,5445845,-0.003892083,KKR,S&P 500,Financials,Index Review,8,-0.003892083,0.005887261,0.030033927
6/21/2024,109.8309502,109.8309502,105.7672054,108.6527634,145594100,12575390,-0.011176752,KKR,S&P 500,Financials,Index Review,9,-0.011176752,0.00393277,0.03011825
6/24/2024,108.3532219,110.1304927,107.3048401,107.3048401,9103800,12823420,-0.012405789,KKR,S&P 500,Financials,Index Review,10,-0.012405789,0.002255004,0.029986827
